"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2023-01-01 ~ 2023-12-31"
"실거래구분 : 오피스텔(전월세)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)"
"4642","서울특별시 은평구 응암동","353-10","0353","0010","디우아르떼빌","전세","44.6700","202309","25","21,500","0","6","2018","응암로14길 7","202312~202512","신규","-","",""
"4643","서울특별시 영등포구 당산동","121-109","0121","0109","하임4 S","전세","59.5600","202309","25","31,000","0","4","2016","국회대로55길 26","202310~202510","신규","-","",""
"4644","서울특별시 송파구 문정동","643-1","0643","0001","엠스테이트","전세","26.1500","202309","25","18,670","0","8","2016","법원로 114","202311~202411","신규","-","",""
"4645","서울특별시 서초구 서초동","1337-14","1337","0014","이즈타워","전세","31.3300","202309","25","23,500","0","10","2006","사임당로 178","202311~202510","신규","-","",""
"4646","서울특별시 서초구 서초동","1308-26","1308","0026","강남역리가스퀘어","전세","36.9300","202309","25","27,000","0","6","2012","서초대로73길 42","202310~202510","신규","-","",""
"4647","서울특별시 영등포구 신길동","69-28","0069","0028","검지스캐슬","전세","19.2500","202309","25","22,500","0","12","2020","영등포로 396","202310~202510","신규","-","",""
"4648","서울특별시 영등포구 당산동5가","8","0008","0000","데시앙루브 오피스텔","전세","28.2400","202309","25","21,800","0","15","2014","당산로 203","202311~202511","신규","-","",""
"4649","서울특별시 영등포구 영등포동1가","22-1","0022","0001","페트라","전세","22.8000","202309","25","15,500","0","5","2015"," ","202310~202510","신규","-","",""
"4650","서울특별시 강서구 가양동","275-18","0275","0018","마곡파크뷰비동","전세","28.8900","202309","25","21,300","0","6","2017","양천로49길 39-7","202311~202511","신규","-","",""
"4651","서울특별시 강서구 가양동","250-1","0250","0001","마곡크리스아크","전세","32.4800","202309","25","26,000","0","9","2021","양천로49길 43","202310~202510","신규","-","",""
"4652","서울특별시 강서구 가양동","250-1","0250","0001","마곡크리스아크","전세","32.4800","202309","25","26,500","0","11","2021","양천로49길 43","202310~202510","신규","-","",""
"4653","서울특별시 강남구 역삼동","824-9","0824","0009","강남역투웨니퍼스트101동","전세","17.3400","202309","25","20,000","0","3","2019","테헤란로6길 16","202311~202511","신규","-","",""
"4654","서울특별시 송파구 문정동","624","0624","0000","송파 아이파크","전세","25.8700","202309","25","20,700","0","3","2015","법원로 55","202310~202510","신규","-","",""
"4655","서울특별시 용산구 문배동","40-19","0040","0019","삼라마이다스빌","전세","28.2300","202309","25","16,200","0","3","2004","백범로90라길 28","202310~202510","신규","-","",""
"4656","서울특별시 중구 중림동","363","0363","0000","쌍용 더 플래티넘 서울역","전세","17.0000","202309","25","20,000","0","21","2023","청파로 454","202309~202509","신규","-","",""
"4657","서울특별시 영등포구 신길동","59-2","0059","0002","엔-씨티오피스텔","전세","23.0100","202309","25","12,000","0","18","2000","영등포로 353","202311~202511","신규","-","",""
"4658","서울특별시 영등포구 당산동1가","185-9","0185","0009","나비드","전세","29.4400","202309","25","29,000","0","6","2023","영신로43길 6","202311~202511","신규","-","",""
"4659","서울특별시 구로구 고척동","76-411","0076","0411","동양오피스텔","전세","20.9800","202309","25","7,000","0","1","2004","중앙로 10-14","202309~202409","신규","-","",""
"4660","서울특별시 구로구 오류동","33-33","0033","0033","예성 라온팰리스","전세","102.2400","202309","25","35,000","0","6","2007","경인로 240","202310~202510","신규","-","",""
"4661","서울특별시 중구 중림동","363","0363","0000","쌍용 더 플래티넘 서울역","전세","17.2800","202309","25","20,000","0","21","2023","청파로 454","202309~202509","신규","-","",""
"4662","서울특별시 성동구 성수동2가","277-101","0277","0101","성수동램킨중흥S클래스오피스텔","전세","18.3300","202309","25","13,000","0","6","2013","아차산로13길 16","202311~202511","신규","-","",""
"4663","서울특별시 금천구 가산동","535-7","0535","0007","G밸리 하우스디 어반","전세","19.6400","202309","25","15,500","0","10","2019","서부샛길 714","202310~202510","신규","-","",""
"4664","서울특별시 금천구 가산동","149-38","0149","0038","영풍타운","전세","28.8900","202309","25","19,500","0","7","2019","시흥대로145길 60-5","202310~202510","신규","-","",""
"4665","서울특별시 금천구 독산동","194-13","0194","0013","메트로타운","전세","33.4200","202309","25","22,080","0","3","2019","독산로 263","202310~202510","신규","-","",""
"4666","서울특별시 금천구 가산동","140-31","0140","0031","지밸리마인드3차","전세","19.2900","202309","25","18,500","0","8","2021"," ","202311~202511","신규","-","",""
"4667","서울특별시 중구 중림동","363","0363","0000","쌍용 더 플래티넘 서울역","전세","17.5600","202309","25","20,000","0","18","2023","청파로 454","202309~202509","신규","-","",""
"4668","서울특별시 금천구 독산동","1160","1160","0000","독산역 롯데캐슬","전세","24.3000","202309","25","15,965","0","19","2021"," ","202310~202510","신규","-","",""
"4669","서울특별시 영등포구 영등포동2가","238","0238","0000","프리스틴","전세","38.8300","202309","25","26,000","0","5","2017","영등포로53길 32","202310~202510","신규","-","",""
"4670","서울특별시 영등포구 영등포동7가","29-135","0029","0135","아크로L팰리스","전세","14.3800","202309","25","14,000","0","3","2021","국회대로54길 21-1","202310~202510","신규","-","",""
"4671","서울특별시 중구 중림동","363","0363","0000","쌍용 더 플래티넘 서울역","전세","18.3600","202309","25","20,000","0","13","2023","청파로 454","202309~202509","신규","-","",""
"4672","서울특별시 강서구 화곡동","987-7","0987","0007","원타워 5차 오피스텔","전세","17.0400","202309","25","17,000","0","18","2021","화곡로 289","202310~202510","신규","-","",""
"4673","서울특별시 성동구 용답동","229-11","0229","0011","용답동 큐브스테이트","전세","20.2200","202309","25","18,500","0","5","2020","자동차시장1길 35","202310~202510","신규","-","",""
"4674","서울특별시 강서구 마곡동","795-1","0795","0001","필네이처","전세","24.6300","202309","24","15,300","0","11","2016","마곡중앙8로 86","202310~202510","신규","-","",""
"4675","서울특별시 송파구 문정동","622","0622","0000","송파한화오벨리스크","전세","29.9900","202309","24","22,000","0","4","2013","충민로 5","202311~202511","신규","-","",""
"4676","서울특별시 중구 중림동","363","0363","0000","쌍용 더 플래티넘 서울역","전세","17.2500","202309","24","20,000","0","21","2023","청파로 454","202310~202510","신규","-","",""
"4677","서울특별시 중구 중림동","363","0363","0000","쌍용 더 플래티넘 서울역","전세","17.3400","202309","24","20,000","0","20","2023","청파로 454","202310~202510","신규","-","",""
"4678","서울특별시 구로구 가리봉동","135-68","0135","0068","인화오벨리아","전세","30.0000","202309","24","10,500","0","3","2002","남부순환로105길 14","202311~202511","신규","-","",""
"4679","서울특별시 성동구 용답동","235-4","0235","0004","퀀텀뷰","전세","19.5500","202309","24","20,000","0","10","2023","천호대로 438","202311~202511","신규","-","",""
"4680","서울특별시 관악구 신림동","1463-16","1463","0016","굿모닝 오피스텔","전세","15.6000","202309","24","13,000","0","4","2005","관천로 72","202311~202511","신규","-","",""
"4681","서울특별시 강서구 등촌동","636-42","0636","0042","HT뉴파인","전세","31.4900","202309","24","24,950","0","6","2020","공항대로55길 51","202310~202510","신규","-","",""
"4682","서울특별시 도봉구 창동","623-48","0623","0048","북한산 드림시티","전세","29.8900","202309","24","22,700","0","11","2020","도봉로110마길 42","202310~202510","신규","-","",""
"4683","서울특별시 강서구 염창동","264-26","0264","0026","노블레르","전세","27.7200","202309","24","24,000","0","8","2019","공항대로59다길 167","202311~202511","신규","-","",""
"4684","서울특별시 영등포구 영등포동1가","118","0118","0000","소미여의도골드라인","전세","22.5100","202309","23","21,000","0","7","2020","경인로 888-4","202311~202511","신규","-","",""
"4685","서울특별시 종로구 내수동","74","0074","0000","광화문시대","전세","31.7500","202309","23","21,000","0","10","2004","사직로8길 42","202310~202410","신규","-","",""
"4686","서울특별시 중구 신당동","372-49","0372","0049","(372-49)","전세","20.3400","202309","23","21,000","0","10","2021","동호로7길 17","202311~202511","신규","-","",""
"4687","서울특별시 중구 황학동","855","0855","0000","베네스트","전세","35.1100","202309","23","25,000","0","11","2019","난계로11길 18-7","202311~202511","신규","-","",""
"4688","서울특별시 중구 중림동","363","0363","0000","쌍용 더 플래티넘 서울역","전세","17.5600","202309","23","21,000","0","11","2023","청파로 454","202310~202510","신규","-","",""
"4689","서울특별시 용산구 원효로1가","46-5","0046","0005","용산투웨니퍼스트99","전세","22.3000","202309","23","30,000","0","10","2023","원효로 249","202310~202510","신규","-","",""
"4690","서울특별시 용산구 원효로1가","120-20","0120","0020","용산1차휴먼타운","전세","29.9700","202309","23","29,000","0","12","2017","백범로90라길 42","202311~202511","신규","-","",""
"4691","서울특별시 용산구 한강로3가","65-230","0065","0230","한강대우트럼프월드3","전세","25.5200","202309","23","26,000","0","29","2004","한강대로 26","202311~202511","신규","-","",""
"4692","서울특별시 성동구 홍익동","125-1","0125","0001","뉴센트빌","전세","50.7700","202309","23","35,000","0","3","2018","마장로26길 13","202311~202511","신규","-","",""
"4693","서울특별시 성동구 용답동","229-11","0229","0011","용답동 큐브스테이트","전세","18.7800","202309","23","18,000","0","7","2020","자동차시장1길 35","202310~202510","신규","-","",""
"4694","서울특별시 광진구 중곡동","639-4","0639","0004","정익제이타워1차","전세","16.2200","202309","23","19,000","0","7","2018","천호대로 531-1","202310~202510","신규","-","",""
"4695","서울특별시 광진구 중곡동","157-6","0157","0006","아스하임","전세","16.7300","202309","23","20,000","0","10","2019","천호대로 559","202310~202510","신규","-","",""
"4696","서울특별시 동대문구 전농동","620-27","0620","0027","청량리 창보리버리치 1차","전세","20.3700","202309","23","17,500","0","12","2020","답십리로1길 39-5","202310~202510","신규","-","",""
"4697","서울특별시 동대문구 장안동","337-9","0337","0009","더시즌","전세","39.4400","202309","23","27,000","0","11","2021"," ","202310~202510","신규","-","",""
"4698","서울특별시 중랑구 상봉동","118-16","0118","0016","타임스카이","전세","28.8600","202309","23","26,000","0","3","2023","망우로 256","202310~202510","신규","-","",""
"4699","서울특별시 중랑구 상봉동","129-26","0129","0026","(129-26)","전세","27.4700","202309","23","19,000","0","3","2021","망우로36길 14","202311~202511","신규","-","",""
"4700","서울특별시 중랑구 신내동","835","0835","0000","베네스트로프트(BENEST LOFT)","전세","33.7300","202309","23","22,000","0","11","2021","용마산로 636","202310~202510","신규","-","",""
"4701","서울특별시 성북구 장위동","8-2","0008","0002","석계역 한일노벨리아시티","전세","18.0300","202309","23","10,000","0","7","2019","화랑로 299","202310~202510","신규","-","",""
"4702","서울특별시 성북구 석관동","179-20","0179","0020","더 푸름 A","전세","69.4200","202309","23","28,000","0","5","2023","한천로 592-6","202310~202510","신규","-","",""
"4703","서울특별시 도봉구 쌍문동","88-4","0088","0004","백경타운","전세","34.5800","202309","23","20,000","0","9","2017","도봉로 503","202311~202511","신규","-","",""
"4704","서울특별시 도봉구 창동","623-48","0623","0048","북한산 드림시티","전세","29.8900","202309","23","21,500","0","9","2020","도봉로110마길 42","202311~202511","신규","-","",""
"4705","서울특별시 도봉구 창동","13-2","0013","0002","EQ빌딩","전세","28.3500","202309","23","12,000","0","8","2004","마들로11길 57","202311~202511","신규","-","",""
"4706","서울특별시 은평구 응암동","113-23","0113","0023","네오라이프","전세","31.1600","202309","23","12,000","0","8","2002","불광천길 528","202310~202510","신규","-","",""
"4707","서울특별시 은평구 역촌동","1-12","0001","0012","(1-12)","전세","29.6000","202309","23","23,500","0","7","2023","서오릉로 123","202311~202511","신규","-","",""
"4708","서울특별시 서대문구 대현동","90-60","0090","0060","이대 포레스트","전세","17.8400","202309","23","21,000","0","12","2019","이화여대1길 21","202310~202510","신규","-","",""
"4709","서울특별시 강서구 염창동","264-16","0264","0016","염창이레타워벨리스","전세","26.2900","202309","23","26,000","0","7","2022","공항대로71길 57","202310~202510","신규","-","",""
"4710","서울특별시 강서구 등촌동","648-6","0648","0006","비원오피스텔","전세","40.3700","202309","23","10,000","0","7","2004","공항대로 525","202310~202510","신규","-","",""
"4711","서울특별시 강서구 등촌동","631","0631","0000","등촌동두산위브센티움","전세","43.1100","202309","23","21,000","0","3","2004","양천로 564","202311~202511","신규","-","",""
"4712","서울특별시 강서구 화곡동","1110","1110","0000","연우넥스트파크뷰","전세","15.2900","202309","23","14,200","0","7","2019","화곡로 354-5","202310~202510","신규","-","",""
"4713","서울특별시 강서구 화곡동","1111","1111","0000","SJ라벨라","전세","18.0200","202309","23","17,000","0","13","2020","화곡로 350","202310~202510","신규","-","",""
"4714","서울특별시 강서구 화곡동","1063-2","1063","0002","화곡 이레타워벨리스","전세","25.3700","202309","23","25,800","0","8","2023","화곡로27가길 6","202310~202510","신규","-","",""
"4715","서울특별시 강서구 마곡동","776-4","0776","0004","엠코지니어스타","전세","23.8400","202309","23","15,900","0","5","2015","강서로 471","202311~202511","신규","-","",""
"4716","서울특별시 강서구 마곡동","760-1","0760","0001","힐스테이트에코 마곡나루역 라마다앙코르 서울마곡","전세","33.0900","202309","23","30,000","0","14","2017","마곡중앙로 161-11","202310~202510","신규","-","",""
"4717","서울특별시 강서구 마곡동","760-2","0760","0002","마곡나루역캐슬파크","전세","23.3900","202309","23","18,900","0","3","2016","마곡중앙로 161-1","202312~202512","신규","-","",""
"4718","서울특별시 강서구 마곡동","793-9","0793","0009","플레이스에이치","전세","18.3800","202309","23","12,600","0","7","2015"," ","202310~202510","신규","-","",""
"4719","서울특별시 강서구 방화동","498-4","0498","0004","라테라스","전세","41.2600","202309","23","23,000","0","4","2020","양천로 19","202311~202511","신규","-","",""
"4720","서울특별시 구로구 신도림동","433-24","0433","0024","힐스테이트 신도림역 센트럴","전세","18.1500","202309","23","18,000","0","10","2023","경인로 625","202310~202510","신규","-","",""
"4721","서울특별시 구로구 신도림동","433-24","0433","0024","힐스테이트 신도림역 센트럴","전세","18.1500","202309","23","17,000","0","9","2023","경인로 625","202310~202510","신규","-","",""
"4722","서울특별시 구로구 신도림동","337","0337","0000","신도림1차푸르지오","전세","53.4800","202309","23","35,000","0","24","2007","경인로 661","202311~202510","신규","-","",""
"4723","서울특별시 구로구 구로동","651-2","0651","0002","퀸즈파크 구일","전세","17.3600","202309","23","12,600","0","7","2019","구일로 130","202309~202509","신규","-","",""
"4724","서울특별시 구로구 구로동","97","0097","0000","로제리움2차","전세","19.7400","202309","23","12,000","0","4","2014","가마산로26길 5","202312~202512","신규","-","",""
"4725","서울특별시 구로구 오류동","47-31","0047","0031","칸타빌레","전세","28.8000","202309","23","15,000","0","4","2013","경인로 178-2","202310~202510","신규","-","",""
"4726","서울특별시 구로구 오류동","9-35","0009","0035","예성타워","전세","32.5500","202309","23","22,900","0","8","2022","고척로4길 8","202310~202510","신규","-","",""
"4727","서울특별시 금천구 독산동","336-5","0336","0005","유원블리스","전세","32.4200","202309","23","26,000","0","6","2021","두산로3길 7","202311~202511","신규","-","",""
"4728","서울특별시 금천구 독산동","999","0999","0000","YP오피스텔","전세","25.5800","202309","23","23,500","0","9","2021","범안로9길 66","202311~202511","신규","-","",""
"4729","서울특별시 영등포구 영등포동1가","121-3","0121","0003","명남더블레스","전세","18.4400","202309","23","20,000","0","13","2021","경인로108길 6","202310~202510","신규","-","",""
"4730","서울특별시 영등포구 영등포동2가","94-154","0094","0154","여의도 디앤써밋","전세","27.9800","202309","23","25,200","0","14","2019","버드나루로 23","202310~202510","신규","-","",""
"4731","서울특별시 영등포구 영등포동2가","94-129","0094","0129","경동미르웰 여의도","전세","17.1400","202309","23","15,180","0","4","2017","버드나루로7길 3","202311~202511","신규","-","",""
"4732","서울특별시 영등포구 영등포동2가","315","0315","0000","더메종315","전세","36.6100","202309","23","25,000","0","4","2019","영등포로49길 9-15","202310~202510","신규","-","",""
"4733","서울특별시 영등포구 영등포동2가","28-120","0028","0120","청람","전세","39.7200","202309","23","24,000","0","3","2017"," ","202310~202510","신규","-","",""
"4734","서울특별시 영등포구 영등포동3가","4-1","0004","0001","여의도 포레스트 시티","전세","29.9300","202309","23","25,500","0","13","2021","영등포로 234","202311~202511","신규","-","",""
"4735","서울특별시 영등포구 영등포동4가","147-5","0147","0005","글로벌엠제이","전세","31.2400","202309","23","29,000","0","6","2020","영신로34길 13","202310~202510","신규","-","",""
"4736","서울특별시 영등포구 영등포동8가","45-8","0045","0008","리안펠리체","전세","19.8800","202309","23","12,700","0","5","2014","영중로 114-8","202310~202510","신규","-","",""
"4737","서울특별시 영등포구 여의도동","525","0525","0000","브라이튼 여의도","전세","29.5600","202309","23","35,000","0","12","2023","국제금융로 39","202310~202510","신규","-","",""
"4738","서울특별시 영등포구 여의도동","525","0525","0000","브라이튼 여의도","전세","29.9800","202309","23","33,000","0","45","2023","국제금융로 39","202310~202510","신규","-","",""
"4739","서울특별시 영등포구 여의도동","44-5","0044","0005","힐스테이트 여의도 파인루체","전세","54.9300","202309","23","50,000","0","9","2023","여의대방로69길 19","202310~202510","신규","-","",""
"4740","서울특별시 영등포구 당산동","121-61","0121","0061","여의도 아리스타","전세","19.9300","202309","23","21,000","0","6","2021","버드나루로 129","202311~202511","신규","-","",""
"4741","서울특별시 영등포구 문래동6가","26","0026","0000","문래동 대우 이안","전세","56.1000","202309","23","31,500","0","12","2004","문래로 41","202310~202510","신규","-","",""
"4742","서울특별시 영등포구 문래동6가","1-1","0001","0001","문래동 현대홈시티1","전세","72.4200","202309","23","43,000","0","5","2004","선유로11길 5","202312~202512","신규","-","",""
"4743","서울특별시 영등포구 문래동6가","1-1","0001","0001","문래동 현대홈시티1","전세","52.8700","202309","23","34,000","0","10","2004","선유로11길 5","202311~202511","신규","-","",""
"4744","서울특별시 영등포구 문래동6가","2-2","0002","0002","문래동 현대홈시티2","전세","56.8700","202309","23","35,000","0","11","2004","선유로13길 5","202310~202510","신규","-","",""
"4745","서울특별시 영등포구 양평동3가","56","0056","0000","에버하임","전세","31.6800","202309","23","34,000","0","13","2021","선유로35길 25-1","202311~202511","신규","-","",""
"4746","서울특별시 영등포구 양평동3가","56-5","0056","0005","양평동갤럭시오피스텔","전세","29.5000","202309","23","25,400","0","3","2017"," ","202312~202512","신규","-","",""
"4747","서울특별시 영등포구 양평동5가","28","0028","0000","한빛뉴스토리선유","전세","18.9600","202309","23","17,500","0","7","2021","양평로23길 3","202311~202511","신규","-","",""
"4748","서울특별시 영등포구 양평동6가","94","0094","0000","선유도역 더블파크 투웨니퍼스트","전세","28.4200","202309","23","27,000","0","6","2020","양평로30길 38","202310~202510","신규","-","",""
"4749","서울특별시 동작구 대방동","337-1","0337","0001","대방오피스텔","전세","27.5000","202309","23","12,000","0","4","2003","상도로12길 24","202310~202510","신규","-","",""
"4750","서울특별시 관악구 봉천동","1628-15","1628","0015","봉천동 오피스텔","전세","17.4400","202309","23","12,000","0","4","2003","봉천로 566","202311~202511","신규","-","",""
"4751","서울특별시 서초구 우면동","787","0787","0000","서초리슈빌S글로벌","전세","21.8200","202309","23","15,799","0","7","2015"," ","202310~202410","신규","-","",""
"4752","서울특별시 서초구 서초동","1339-7","1339","0007","청화오피스텔","전세","22.1100","202309","23","20,000","0","8","2022","효령로 431","202310~202510","신규","-","",""
"4753","서울특별시 강남구 개포동","13-3","0013","0003","대청타워","전세","31.9100","202309","23","20,500","0","18","1997","개포로 623","202310~202410","신규","-","",""
"4754","서울특별시 강남구 자곡동","600","0600","0000","강남 푸르지오시티 1차","전세","25.0600","202309","23","16,500","0","3","2014","자곡로 191","202310~202510","신규","-","",""
"4755","서울특별시 송파구 잠실동","336-8","0336","0008","뜨레피움1차","전세","17.7500","202309","23","18,900","0","4","2018","삼전로 53","202310~202510","신규","-","",""
"4756","서울특별시 송파구 문정동","652-2","0652","0002","문정 오벨리스크","전세","21.5500","202309","23","19,500","0","13","2018","송파대로 145","202311~202511","신규","-","",""
"4757","서울특별시 송파구 문정동","622","0622","0000","송파한화오벨리스크","전세","29.9900","202309","23","22,500","0","6","2013","충민로 5","202311~202511","신규","-","",""
"4758","서울특별시 송파구 문정동","624","0624","0000","송파 아이파크","전세","38.8100","202309","23","36,000","0","12","2015","법원로 55","202311~202511","신규","-","",""
"4759","서울특별시 송파구 문정동","652","0652","0000","송파법조타운푸르지오시티","전세","48.9400","202309","23","45,000","0","11","2018","법원로4길 5","202312~202512","신규","-","",""
"4760","서울특별시 송파구 방이동","46-2","0046","0002","사보이시티잠실","전세","19.3600","202309","23","21,600","0","10","2021","오금로11길 45","202310~202510","신규","-","",""
"4761","서울특별시 송파구 거여동","604-4","0604","0004","우성르보아 위례","전세","53.1100","202309","23","38,000","0","15","2023","위례서로 234","202310~202510","신규","-","",""
"4762","서울특별시 송파구 거여동","604-4","0604","0004","우성르보아 위례","전세","59.8000","202309","23","39,000","0","5","2023","위례서로 234","202311~202511","신규","-","",""
"4763","서울특별시 강동구 천호동","165-5","0165","0005","다성 이즈빌","전세","29.9800","202309","23","34,000","0","6","2020","진황도로 45","202311~202511","신규","-","",""
"4764","서울특별시 강동구 명일동","46-3","0046","0003","고덕역 대명벨리온","전세","21.3100","202309","23","17,500","0","11","2021","고덕로 266","202310~202510","신규","-","",""
"4765","서울특별시 강동구 길동","416-15","0416","0015","강동투웨니퍼스트","전세","15.0100","202309","23","16,500","0","8","2020","진황도로 81","202311~202511","신규","-","",""
"4766","서울특별시 강동구 천호동","167-57","0167","0057","다성 이즈빌","전세","26.0900","202309","22","22,770","0","7","2019","성안로25길 59","202309~202509","신규","-","",""
"4767","서울특별시 강동구 천호동","452-4","0452","0004","이안 강동 컴홈스테이","전세","27.0600","202309","22","23,800","0","5","2021","천호대로161길 7","202311~202511","신규","-","",""
"4768","서울특별시 강서구 마곡동","739-4","0739","0004","마곡 헤리움1차","전세","29.1400","202309","22","16,650","0","6","2015","마곡서1로 115-1","202311~202511","신규","-","",""
"4769","서울특별시 중랑구 상봉동","118-16","0118","0016","타임스카이","전세","28.8600","202309","22","26,000","0","4","2023","망우로 256","202310~202510","신규","-","",""
"4770","서울특별시 중랑구 면목동","626-31","0626","0031","MD타워","전세","39.4000","202309","22","24,000","0","7","2019","면목로 300","202311~202511","신규","-","",""
"4771","서울특별시 강서구 등촌동","681-3","0681","0003","효성인텔리안","전세","58.9100","202309","22","26,500","0","6","2005","강서로 426","202310~202510","신규","-","",""
"4772","서울특별시 강서구 등촌동","656-52","0656","0052","강서메트로칸","전세","16.5900","202309","22","11,500","0","2","2013","공항대로45가길 11","202311~202511","신규","-","",""
"4773","서울특별시 영등포구 여의도동","525","0525","0000","브라이튼 여의도","전세","29.5600","202309","22","36,000","0","33","2023","국제금융로 39","202310~202510","신규","-","",""
"4774","서울특별시 관악구 남현동","602-58","0602","0058","관악산오피스텔","전세","25.5300","202309","22","11,800","0","1","2000","승방6길 6","202310~202510","신규","-","",""
"4775","서울특별시 강서구 염창동","260","0260","0000","한강 브루클린 하이츠","전세","37.7400","202309","22","45,000","0","8","2023","양천로 744","202310~202510","신규","-","",""
"4776","서울특별시 영등포구 여의도동","525","0525","0000","브라이튼 여의도","전세","29.9800","202309","22","32,000","0","16","2023","국제금융로 39","202310~202510","신규","-","",""
"4777","서울특별시 금천구 독산동","297-23","0297","0023","SM캐슬","전세","37.0200","202309","22","27,000","0","6","2023","시흥대로123길 94","202311~202511","신규","-","",""
"4778","서울특별시 송파구 문정동","652","0652","0000","송파법조타운푸르지오시티","전세","17.4700","202309","22","18,000","0","7","2018","법원로4길 5","202311~202511","신규","-","",""
"4779","서울특별시 영등포구 영등포동1가","121-5","0121","0005","여의도리슈빌DS","전세","21.4100","202309","22","20,000","0","4","2020","신길로 287","202310~202510","신규","-","",""
"4780","서울특별시 금천구 독산동","1160","1160","0000","독산역 롯데캐슬","전세","24.3000","202309","22","15,965","0","19","2021"," ","202310~202510","신규","-","",""
"4781","서울특별시 송파구 문정동","643-1","0643","0001","엠스테이트","전세","39.1400","202309","22","36,000","0","4","2016","법원로 114","202310~202504","신규","-","",""
"4782","서울특별시 금천구 가산동","140-31","0140","0031","지밸리마인드3차","전세","19.2600","202309","22","18,500","0","5","2021"," ","202311~202511","신규","-","",""
"4783","서울특별시 중랑구 상봉동","118-16","0118","0016","타임스카이","전세","28.8600","202309","22","26,000","0","2","2023","망우로 256","202310~202510","신규","-","",""
"4784","서울특별시 서초구 서초동","1339-4","1339","0004","강남 삼부르네상스시티","전세","26.2900","202309","22","30,000","0","8","2023"," ","202310~202510","신규","-","",""
"4785","서울특별시 강서구 마곡동","776-2","0776","0002","마곡센트럴대방디엠시티오피스텔","전세","56.4100","202309","22","42,975","0","14","2017","양천로 344","202312~202512","신규","-","",""
"4786","서울특별시 성동구 용답동","235-4","0235","0004","퀀텀뷰","전세","19.5500","202309","22","20,000","0","17","2023","천호대로 438","202310~202510","신규","-","",""
"4787","서울특별시 마포구 도화동","559","0559","0000","마포트라팰리스","전세","80.3000","202309","22","70,000","0","16","2006","마포대로 53","202311~202511","신규","-","",""
"4788","서울특별시 강서구 등촌동","684-3","0684","0003","대룡드림타워-1","전세","62.6000","202309","22","28,000","0","9","2004","강서로 462","202311~202511","신규","-","",""
"4789","서울특별시 영등포구 여의도동","525","0525","0000","브라이튼 여의도","전세","59.9800","202309","22","69,500","0","16","2023","국제금융로 39","202310~202510","신규","-","",""
"4790","서울특별시 마포구 도화동","571","0571","0000","나눔빌딩","전세","26.2500","202309","22","22,000","0","12","2015","도화길 43","202311~202511","신규","-","",""
"4791","서울특별시 동대문구 용두동","40-35","0040","0035","에이플러스빌","전세","28.9000","202309","22","15,000","0","4","2011","고산자로 397","202310~202510","신규","-","",""
"4792","서울특별시 영등포구 양평동2가","1-2","0001","0002","양평동월드메르디앙오피스텔","전세","79.7500","202309","22","43,000","0","9","2005","선유서로 61","202311~202504","신규","-","",""
"4793","서울특별시 광진구 자양동","861","0861","0000","자양 호반써밋","전세","21.3800","202309","22","24,100","0","9","2021","능동로 69","202311~202511","신규","-","",""
"4794","서울특별시 송파구 잠실동","194","0194","0000","잠실아이파크","전세","24.4200","202309","22","25,000","0","6","2013","올림픽로8길 20","202310~202510","신규","-","",""
"4795","서울특별시 중랑구 상봉동","118-16","0118","0016","타임스카이","전세","29.1300","202309","22","26,000","0","7","2023","망우로 256","202311~202511","신규","-","",""
"4796","서울특별시 중랑구 망우동","495","0495","0000","한일써너스빌리젠시 2단지","전세","59.6300","202309","22","30,000","0","10","2008","용마산로115길 109","202310~202510","신규","-","",""
"4797","서울특별시 강서구 가양동","250-1","0250","0001","마곡크리스아크","전세","32.4800","202309","22","26,000","0","5","2021","양천로49길 43","202310~202510","신규","-","",""
"4798","서울특별시 강서구 마곡동","793-2","0793","0002","갤럭시인텔리젼스","전세","30.0600","202309","22","19,800","0","10","2015"," ","202309~202509","신규","-","",""
"4799","서울특별시 강서구 가양동","1479-9","1479","0009","휴먼빌","전세","25.6400","202309","22","9,900","0","9","2004","양천로57길 9-13","202310~202510","신규","-","",""
"4800","서울특별시 송파구 가락동","77-4","0077","0004","송파KCC웰츠타워","전세","38.4500","202309","22","23,000","0","13","2011","송파대로28길 43","202311~202511","신규","-","",""
